circuit,trojan,success,gt_verify,vn_rounds,runtime_ms,area_delta,level_delta,cec_rounds
c7552,c7552_trojan16,PASS,PASS,1,3561.78,-1,0,0
c7552,c7552_trojan17,PASS,PASS,1,6576.15,-1,0,0
c7552,c7552_trojan18,PASS,PASS,0,3121.56,-1,0,3
c7552,c7552_trojan19,PASS,PASS,1,32873.7,-1,0,0
c7552,c7552_trojan1,PASS,PASS,1,19176.5,-1,0,0
c7552,c7552_trojan20,PASS,PASS,0,2241.23,-1,0,2
c7552,c7552_trojan21,PASS,PASS,1,31057.4,-1,0,0
c7552,c7552_trojan22,PASS,PASS,1,9413.15,-1,0,0
c7552,c7552_trojan23,CEC_FAIL,PASS,5,107688,6,0,5
c7552,c7552_trojan24,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan25,PASS,PASS,1,18960.5,-1,0,0
c7552,c7552_trojan26,PASS,PASS,1,1644.95,-1,0,0
c7552,c7552_trojan27,PASS,PASS,1,2675.98,-1,0,0
c7552,c7552_trojan28,PASS,PASS,1,14592,-1,0,0
c7552,c7552_trojan29,PASS,PASS,1,25041,-1,0,0
c7552,c7552_trojan2,PASS,PASS,1,1755.2,-1,0,0
c7552,c7552_trojan30,PASS,PASS,1,20580.1,-1,0,0
c7552,c7552_trojan31,PASS,PASS,1,11007.9,-1,0,0
c7552,c7552_trojan32,PASS,PASS,0,867.063,-1,0,0
c7552,c7552_trojan33,PASS,PASS,1,23741.7,-1,0,0
c7552,c7552_trojan34,PASS,PASS,1,26547.1,-1,0,0
c7552,c7552_trojan35,PASS,PASS,1,27268.1,-1,0,0
c7552,c7552_trojan36,PASS,PASS,1,2288.18,-1,0,0
c7552,c7552_trojan37,PASS,PASS,1,26514.8,-1,0,0
c7552,c7552_trojan38,PASS,PASS,1,23614.6,-1,0,0
c7552,c7552_trojan39,PASS,PASS,1,1567.17,-1,0,0
c7552,c7552_trojan3,PASS,PASS,1,36394.6,10,0,0
c7552,c7552_trojan40,PASS,PASS,1,33119.8,-1,0,0
c7552,c7552_trojan41,PASS,PASS,1,25326.7,-1,0,0
c7552,c7552_trojan42,PASS,PASS,0,1709.07,-1,0,1
c7552,c7552_trojan43,PASS,PASS,1,31429.1,-1,0,0
c7552,c7552_trojan44,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan45,PASS,PASS,1,23857.4,-1,0,0
c7552,c7552_trojan46,PASS,PASS,1,26797.7,-1,0,0
c7552,c7552_trojan47,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan48,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan49,PASS,PASS,1,2314.07,-1,0,1
c7552,c7552_trojan4,PASS,PASS,1,27082.3,-1,0,0
c7552,c7552_trojan50,PASS,PASS,1,19247.7,-1,0,0
c7552,c7552_trojan51,PASS,PASS,1,13776,-1,-2,0
c7552,c7552_trojan52,PASS,PASS,1,24277,6,1,0
c7552,c7552_trojan53,PASS,PASS,2,3530.46,-1,0,1
c7552,c7552_trojan54,PASS,PASS,1,21083.7,-1,0,0
c7552,c7552_trojan55,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan56,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan57,PASS,PASS,1,16407.6,-1,0,0
c7552,c7552_trojan58,PASS,PASS,1,16844.9,-1,0,0
c7552,c7552_trojan59,PASS,PASS,1,20237.1,-1,0,0
c7552,c7552_trojan5,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan60,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan61,PASS,PASS,1,4850.15,-1,0,0
c7552,c7552_trojan62,PASS,PASS,1,21635.4,-1,-11,0
c7552,c7552_trojan63,PASS,PASS,1,2709.81,-1,0,0
c7552,c7552_trojan64,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan65,PASS,PASS,0,919.538,-1,0,0
c7552,c7552_trojan66,PASS,PASS,1,3887.35,-1,0,0
c7552,c7552_trojan67,PASS,PASS,1,6463.98,-1,0,0
